customer_id,customer_name,city,total_spent,spending_rank
458,"LLOYD DOWD",Tegal,66.81,1
161,"GERALDINE PERKINS","Tel Aviv-Jaffa",112.70,1
97,"ANNIE RUSSELL",Tete,58.82,1
249,"DORA MEDINA",Tianjin,107.77,1
302,"MICHAEL SILVERMAN",Tiefa,127.71,1
599,"AUSTIN CINTRON",Tieli,83.81,1
566,"CASEY MENA",Tokat,141.66,1
536,"FERNANDO CHURCHILL",Tonghae,117.75,1
442,"LEROY BUSTAMANTE",Tongliao,118.68,1
133,"PAULINE HENRY",Torreón,98.73,1
317,"EDWARD BAUGH",Tórshavn,114.72,1
139,"AMBER DIXON",Touliu,113.73,1
104,"RITA GRAHAM",Toulon,92.76,1
35,"VIRGINIA GREEN",Toulouse,129.68,1
586,"KIRK STCLAIR",Tsaotun,64.81,1
350,"JUAN FRALEY",Tšeboksary,73.77,1
429,"FREDERICK ISBELL",Tsuyama,105.79,1
261,"DEANNA BYRD",Tuguegarao,107.74,1
380,"RUSSELL BRINSON",Tychy,136.64,1
170,"BEATRICE ARNOLD",Udaipur,119.74,1
525,"ADRIAN CLARY",Udine,74.81,1
503,"ANGEL BARCLAY",Ueda,115.68,1
245,"COURTNEY DAY",Uijongbu,132.68,1
446,"THEODORE CULP",Uluberia,116.69,1
147,"JOANNE ROBERTSON",Urawa,127.66,1
454,"ALEX GRESHAM",Uruapan,151.67,1
204,"ROSEMARY SCHMIDT",Usak,147.65,1
462,"WARREN SHERROD",Usolje-Sibirskoje,159.67,1
231,"GEORGIA JACOBS",Uttarpara-Kotrung,110.74,1
57,"EVELYN MORGAN",Vaduz,114.72,1
539,"MATHEW BOLIN",Valencia,90.78,1
290,"KRISTINA CHAMBERS","Valle de la Pascua",109.72,1
288,"BOBBIE CRAIG","Valle de Santiago",80.76,1
403,"MIKE WAY",Valparai,166.65,1
436,"TROY QUIGLEY",Vancouver,144.70,1
123,"SHANNON FREEMAN","Varanasi (Benares)",100.76,1
219,"WILLIE HOWELL","Vicente López",101.74,1
508,"MILTON HOWLAND",Vijayawada,127.75,1
39,"DEBRA NELSON","Vila Velha",141.71,1
557,"FELIX GAFFNEY",Vilnius,73.76,1
523,"HARVEY GUAJARDO",Vinh,93.78,1
374,"JEREMY HURTADO","Vitória de Santo Antão",103.72,1
276,"BRANDY GRAVES",Warren,122.72,1
588,"MARION OCAMPO",Weifang,115.71,1
201,"VICKI FIELDS",Witten,108.75,1
558,"JIMMIE EGGLESTON",Wroclaw,135.72,1
241,"HEIDI LARSON",Xi´angfan,122.66,1
67,"KELLY TORRES",Xi´angtan,99.78,1
564,"BOB PFEIFFER",Xintai,91.76,1
339,"WALTER PERRYMAN",Xinxiang,127.70,1
12,"NANCY THOMAS","Yamuna Nagar",103.72,1
513,"DUANE TUBBS",Yangor,148.69,1
272,"KAY CALDWELL",Yantai,98.80,1
361,"LAWRENCE LAWTON",Yaoundé,100.69,1
41,"STEPHANIE MITCHELL",Yerevan,118.75,1
484,"ROBERTO VU",Yinchuan,139.70,1
521,"ROLAND SOUTH",Yingkou,80.77,1
497,"GILBERT SLEDGE",York,129.72,1
154,"MICHELE GRANT",Yuncheng,130.70,1
324,"GARY COY",Yuzhou,103.75,1
93,"PHYLLIS FOSTER",Zalantun,91.77,1
220,"CHARLENE ALVAREZ",Zanzibar,114.73,1
514,"FRANKLIN TROUTMAN",Zaoyang,74.78,1
465,"FLOYD GANDY",Zapopan,69.83,1
232,"CONSTANCE REID",Zaria,95.75,1
351,"JACK FOUST",Zeleznogorsk,89.76,1
573,"BYRON BOX",Zhezqazghan,120.71,1
550,"GUY BROWNLEE",Zhoushan,159.68,1
456,"RONNIE RICKETTS",Ziguinchor,100.75,1
